LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
2280_NarI,Moraxella bovoculi 237 | 743974.MBO_04714
2281_NarI,Moraxella caprae DSM 19149 | 1122244.AUGF01000014_gene2021
2282_NarI,Moraxella catarrhalis O35E | 857571.EA1_03683
2283_NarI,Moraxella macacae 0408225 | 1230338.MOMA_01365
2284_NarI,Moraxella osloensis | tr|A0A2K8K3I5|A0A2K8K3I5_MOROS
2285_NarI,Moraxella sp. | tr|A0A496NC61|A0A496NC61_MORSP
2286_NarI,Psychrobacter aquaticus CMS 56 | 1354303.M917_1962
2287_NarI,Psychrobacter arcticus 273-4 | 259536.Psyc_0608
2288_NarI,Psychrobacter lutiphocae DSM 21542 | 1123033.ARNF01000064_gene357
2289_NarI,Psychrobacter pasteurii | tr|A0A1R4ED26|A0A1R4ED26_9GAMM
2290_NarI,Psychrobacter sp. | tr|A0A350DLS1|A0A350DLS1_9GAMM
2291_NarI,Psychrobacter sp. | tr|A0A353XSY9|A0A353XSY9_9GAMM
2292_NarI,Psychrobacter sp. | tr|A0A3D3KDQ3|A0A3D3KDQ3_9GAMM
2293_NarI,Psychrobacter sp. ANT_WB68 | tr|A0A5A9ZEE1|A0A5A9ZEE1_9GAMM
2294_NarI,Psychrobacter sp. FDAARGOS_221 | tr|A0A2J9DX30|A0A2J9DX30_9GAMM
2295_NarI,Psychrobacter sp. PRwf-1 | 349106.PsycPRwf_0669
2296_NarI,Psychrobacter sp. YGAH215 | tr|A0A553Y2P4|A0A553Y2P4_9GAMM
2297_NarI,Algiphilus aromaticivorans DG1253 | 1415780.JPOG01000001_gene994
2298_NarI,Alcanivorax borkumensis SK2 | 393595.ABO_0543
2299_NarI,Alcanivorax sp. 43B_GOM-46m | 1380387.JADM01000013_gene1379
2300_NarI,Hahella chejuensis KCTC 2396 | 349521.HCH_04008
2301_NarI,Hahella ganghwensis DSM 17046 | 1121935.AQXX01000115_gene5014
2302_NarI,Chromohalobacter salexigens DSM 3043 | 290398.Csal_1333
2303_NarI,Halomonas alkaliantarctica | 232346.JHQL01000006_gene3086
2304_NarI,Halomonas anticariensis FP35 = DSM 16096 | 1121939.L861_14600
2305_NarI,Halomonas elongata DSM 2581 | 768066.HELO_2851
2306_NarI,Halomonas huangheensis | 1178482.BJB45_06995
2307_NarI,Halomonas huangheensis | 1178482.BJB45_08740
2308_NarI,Halomonas jeotgali Hwa | 1238190.AMQY01000014_gene890
2309_NarI,Halomonas lutea DSM 23508 | 1121943.KB900002_gene3092
2310_NarI,Halomonas sp. 23_GOM-1509m | 1380358.JADJ01000001_gene1098
2311_NarI,Halomonas sp. PBN3 | 1397528.Q671_11500
2312_NarI,Halomonas sp. TD01 | 999141.GME_17202
2313_NarI,Halomonas sp. TG39a | 1415755.JQLV01000001_gene2426
2314_NarI,Halomonas xinjiangensis | 1166948.JPZL01000003_gene801
2315_NarI,Amphritea japonica ATCC BAA-1530 | 1278309.KB907099_gene2616
2316_NarI,Marinospirillum insulare DSM 21763 | 1122211.JMLW01000011_gene192
2317_NarI,Marinospirillum minutulum DSM 6287 | 1122212.AULO01000015_gene2067
2318_NarI,Neptunomonas japonica DSM 18939 | 1122599.AUGR01000005_gene1849
2319_NarI,Candidatus Schmidhempelia bombi str. Bimp | 1387197.AWGA01000014_gene467
2320_NarI,Haemophilus massiliensis | 1461579.CCNK01000031_gene1068
2321_NarI,Marinobacter daepoensis DSM 16072 | 1122197.ATWI01000008_gene2618
2322_NarI,Marinobacter nanhaiticus D15-8W | 626887.J057_13486
2323_NarI,Marinobacter nauticus VT8 | 351348.Maqu_3083
2324_NarI,Marinobacter santoriniensis NKSG1 | 1288826.MSNKSG1_10958
2325_NarI,Marinobacter sp. HL-58 | 1479237.JMLY01000001_gene3445
2326_NarI,Halopseudomonas pelagia CL-AP6 | 1323663.AROI01000022_gene852
2327_NarI,Pseudomonas aeruginosa | 287.DR97_3997
2328_NarI,Pseudomonas alcaligenes NBRC 14159 | 1215092.PA6_030_00240
2329_NarI,Pseudomonas alkylphenolica | 237609.PSAKL28_21510
2330_NarI,Pseudomonas balearica | tr|A0A8I0KWY8|A0A8I0KWY8_9PSED
2331_NarI,Pseudomonas brassicacearum | 930166.CD58_13185
2332_NarI,Pseudomonas chlororaphis | 587753.EY04_17645
2333_NarI,Pseudomonas corrugata CFBP 5454 | 1316927.ATKI01000018_gene1603
2334_NarI,Pseudomonas donghuensis | 1163398.AJJP01000049_gene2158
2335_NarI,Pseudomonas fluorescens Q2-87 | 1038922.PflQ2_3067
2336_NarI,Pseudomonas fluorescens HK44 | 1042209.HK44_004195
2337_NarI,Pseudomonas knackmussii B13 | 1301098.PKB_0983
2338_NarI,Pseudomonas knackmussii B13 | 1301098.PKB_4365
2339_NarI,Pseudomonas mandelii PD30 | 1419583.V466_19245
2340_NarI,Pseudomonas nitroreducens TX1 | 1226994.AMZB01000112_gene2027
2341_NarI,Pseudomonas nosocomialis | tr|A0A5R9QAQ7|A0A5R9QAQ7_9PSED
2342_NarI,Pseudomonas ogarae | 1114970.PSF113_3782
2343_NarI,Pseudomonas simiae | 321846.PS417_15705
2344_NarI,Pseudomonas sp. | tr|A0A2E2GDX9|A0A2E2GDX9_PSESP
2345_NarI,Pseudomonas sp. | tr|A0A352E833|A0A352E833_PSESP
2346_NarI,Pseudomonas sp. | tr|A0A358RPP1|A0A358RPP1_PSESP
2347_NarI,Pseudomonas sp. | tr|A0A3D1BA93|A0A3D1BA93_PSESP
2348_NarI,Pseudomonas sp. | tr|A0A3D1W321|A0A3D1W321_PSESP
2349_NarI,Pseudomonas sp. ATCC 13867 | 1294143.H681_14300
2350_NarI,Pseudomonas sp. ATCC 13867 | 1294143.H681_19305
2351_NarI,Pseudomonas sp. BAY1663 | 1439940.BAY1663_04165
2352_NarI,Pseudomonas sp. Chol1 | 440512.C211_16925
2353_NarI,Pseudomonas sp. Choline-3u-10 | tr|A0A2N1CWM1|A0A2N1CWM1_9PSED
2354_NarI,Pseudomonas sp. M1 | 95619.PM1_0215695
2355_NarI,Pseudomonas sp. M1 | 95619.PM1_0219855
2356_NarI,Pseudomonas sp. RL | 1452718.JBOY01000093_gene2758
2357_NarI,Pseudomonas sp. RL | 1452718.JBOY01000165_gene1532
2358_NarI,Pseudomonas sp. TKP | 1415630.U771_13925
2359_NarI,Pseudomonas sp. s199 | tr|A0A427F267|A0A427F267_9PSED
2360_NarI,Pseudomonas stutzeri DSM 10701 | 1123519.PSJM300_10305
2361_NarI,Pseudomonas stutzeri NF13 | 1212548.B381_15228
2362_NarI,Pseudomonas stutzeri KOS6 | 1218352.B597_013975
2363_NarI,Pseudomonas stutzeri A1501 | 379731.PST_0899
2364_NarI,Salinisphaera hydrothermalis C41B8 | 1304275.C41B8_14230
2365_NarI,Methylophaga nitratireducenticrescens | 754476.Q7A_449
2366_NarI,Methylophaga nitratireducenticrescens | 754476.Q7A_481
2367_NarI,Thiofilum flexile DSM 14609 | 1123400.KB904753_gene1040
2368_NarI,Thiofilum flexile DSM 14609 | 1123400.KB904780_gene1913
2369_NarI,Thiolinea disciformis DSM 14473 | 1123399.AQVE01000035_gene3177
2370_NarI,Beggiatoa alba B18LD | 395493.BegalDRAFT_1067
2371_NarI,Beggiatoa alba B18LD | 395493.BegalDRAFT_1366
2372_NarI,Leucothrix mucor DSM 2157 | 998674.ATTE01000001_gene2177
2373_NarI,Thiothrix lacustris DSM 21227 | 1123401.JHYQ01000005_gene246
2374_NarI,Thiothrix lacustris DSM 21227 | 1123401.JHYQ01000005_gene278
2375_NarI,Thiothrix lacustris DSM 21227 | 1123401.JHYQ01000017_gene2555
2376_NarI,Thiothrix nivea DSM 5205 | 870187.Thini_0277
2377_NarI,Thiothrix nivea DSM 5205 | 870187.Thini_3772
2378_NarI,Vibrio sp. EJY3 | 1116375.VEJY3_20991
2379_NarI,Rhodanobacteraceae | tr|A0A522S2A0|A0A522S2A0_9GAMM
2380_NarI,Rhodanobacter denitrificans | 666685.R2APBS1_2895
2381_NarI,Rhodanobacter thiooxydans LCS2 | 1163409.UUA_00420
2382_NarI,Lysobacter concretionis Ko07 = DSM 16239 | 1122185.N792_04040
2383_NarI,Lysobacter daejeonensis GH1-9 | 1385517.N800_03290
2384_NarI,Lysobacter pythonis | tr|A0A3M2I053|A0A3M2I053_9GAMM
2385_NarI,Lysobacter sp. N42 | tr|A0A4R4EIH0|A0A4R4EIH0_9GAMM
2386_NarI,Stenotrophomonas maltophilia 5BA-I-2 | 1429851.X548_09910
2387_NarI,Thermomonas fusca DSM 15424 | 1123377.AUIV01000022_gene2001
2388_NarI,Tepidiphilus margaritifer DSM 15129 | 1123354.AUDR01000012_gene1675
2389_NarI,Thermodesulfatator atlanticus DSM 21156 | 1123371.ATXH01000014_gene1592
2390_NarI,Thermodesulfatator indicus DSM 15286 | 667014.Thein_1549
2391_NarI,Thermodesulfobacterium commune DSM 2178 | 289377.HL41_01625
2392_NarI,Thermodesulfobacterium commune DSM 2178 | 289377.HL41_07385
2393_NarI,Thermodesulfobacterium commune DSM 2178 | 289377.HL41_08620
2394_NarI,Thermodesulfobacterium geofontis OPF15 | 795359.TOPB45_1200
2395_NarI,Thermodesulfobacterium geofontis OPF15 | 795359.TOPB45_1494
2396_NarI,Thermodesulfobacterium hveragerdense DSM 12571 | 1123372.AUIT01000005_gene1255
2397_NarI,Thermodesulfobacterium hveragerdense DSM 12571 | 1123372.AUIT01000009_gene313
2398_NarI,Thermodesulfobacterium hveragerdense DSM 12571 | 1123372.AUIT01000015_gene1168
2399_NarI,Thermodesulfobacterium hydrogeniphilum | 161156.JQKW01000001_gene1414
2400_NarI,Thermodesulfobacterium hydrogeniphilum | 161156.JQKW01000009_gene1506
2401_NarI,Thermodesulfobacterium hydrogeniphilum | 161156.JQKW01000014_gene212
2402_NarI,Thermodesulfobacterium thermophilum DSM 1276 | 1123373.ATXI01000012_gene963
2403_NarI,Thermodesulfobacterium thermophilum DSM 1276 | 1123373.ATXI01000028_gene1143
2404_NarI,Candidatus Methylomirabilis oxyfera | 671143.DAMO_0774
